DATE,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
2020-12-25,1875.0,"1,538.50","194,250.00","1,390.60","2,407.50","1,665.60","138,356.30","12,263.80","14,320.90","7,036.30",26746875.0,"6,886.70","56,658.80","43,376,250.00","29,436.00","2,074,237.50","140,607.90","27,383.80","2,475.60"
2021-01-01,1887.6,"1,536.00","194,894.70","1,388.00","2,409.90","1,666.80","138,116.30","12,313.60","13,922.90","7,082.50",26496241.2,"6,933.20","56,560.10","43,577,133.60","29,688.00","2,055,709.70","140,666.80","27,583.30","2,457.80"
2021-01-08,1862.9,"1,523.40","193,723.00","1,371.80","2,367.40","1,650.50","136,671.70","12,061.50","13,708.50","6,989.00",26294833.5,"6,842.40","56,125.50","42,971,514.30","29,236.70","2,038,161.60","138,307.70","28,510.90","2,400.30"
2021-01-15,1839.0,"1,520.60","190,906.60","1,351.60","2,338.10","1,636.70","134,492.50","11,918.40","13,696.00","6,898.50",25887603.0,"6,754.70","55,302.40","42,420,213.00","28,788.10","2,028,380.20","135,284.90","27,914.00","2,381.80"
2021-01-22,1852.7,"1,522.70","192,328.80","1,354.40","2,358.50","1,641.50","135,239.10","12,009.20","13,731.70","6,950.00",26115659.2,"6,805.00","55,579.20","42,749,199.80","29,139.30","2,049,123.30","139,396.80","27,998.90","2,401.10"
2021-01-29,1863.8,"1,536.30","195,139.90","1,359.80","2,386.20","1,659.70","135,841.60","11,981.10","13,634.30","6,990.70",26160296.8,"6,845.70","55,755.60","42,958,726.20","29,275.10","2,081,156.40","141,349.30","28,327.90","2,438.60"
2021-02-05,1803.0,"1,497.70","189,940.80","1,312.90","2,301.70","1,622.50","131,278.60","11,657.50","12,731.20","6,763.20",25259329.5,"6,622.20","54,153.40","41,466,047.10","28,285.20","2,015,049.00","134,499.40","26,757.90","2,350.70"
2021-02-12,1816.4,"1,498.30","190,589.60","1,310.60","2,305.00","1,619.30","131,837.40","11,730.50","12,759.30","6,813.00",25352613.3,"6,671.50","54,290.70","41,768,784.60","28,371.40","2,004,687.30","133,785.40","26,432.30","2,341.00"
2021-02-19,1786.2,"1,472.90","188,319.10","1,273.80","2,252.00","1,600.60","129,752.10","11,534.70","12,457.30","6,699.00",25183633.8,"6,560.70","53,536.00","41,107,606.80","27,932.80","1,974,394.00","132,272.80","26,194.10","2,268.80"
2021-02-26,1742.9,"1,442.80","185,875.00","1,249.80","2,215.50","1,585.80","128,786.20","11,282.20","12,940.10","6,536.70",25027326.0,"6,401.70","53,054.10","40,118,664.20","27,357.70","1,966,318.20","130,170.30","26,427.70","2,257.00"
2021-03-05,1696.3,"1,424.00","183,670.00","1,226.90","2,148.30","1,579.40","124,172.60","11,020.50","12,809.90","6,364.20",24454836.3,"6,230.30","51,788.20","39,073,118.80","26,624.50","1,916,864.30","126,063.80","26,077.60","2,211.00"
2021-03-12,1704.8,"1,426.90","185,891.40","1,224.50","2,126.10","1,583.60","123,943.60","11,095.50","12,879.40","6,394.20",24482632.8,"6,261.60","52,361.20","39,288,820.80","26,771.50","1,937,147.20","125,107.40","25,458.30","2,196.60"
2021-03-19,1735.2,"1,457.10","188,911.20","1,250.10","2,168.10","1,612.50","125,715.10","11,294.40","12,514.60","6,508.40",24972998.4,"6,373.40","53,435.50","40,020,652.80","27,201.70","1,959,648.10","128,779.30","25,546.30","2,239.30"
2021-03-26,1731.8,"1,468.90","189,943.80","1,255.60","2,182.10","1,627.20","125,757.60","11,327.90","14,001.60","6,494.90",24944847.2,"6,360.90","53,930.00","39,963,016.80","27,194.80","1,958,942.90","131,572.00","25,990.50","2,271.80"
2021-04-02,1726.1,"1,466.10","190,866.60","1,249.00","2,169.00","1,624.40","126,317.50","11,332.00","14,018.10","6,473.40",25051889.7,"6,339.80","53,897.60","39,830,329.80","27,116.90","1,948,365.20","131,845.70","25,249.40","2,269.00"
2021-04-09,1741.2,"1,463.20","190,905.20","1,268.50","2,182.40","1,611.00","130,124.90","11,409.40","14,214.60","6,529.90",25421520.0,"6,395.40","54,774.70","40,157,295.60","27,357.40","1,952,129.00","134,788.00","25,417.20","2,283.50"
2021-04-16,1774.5,"1,481.10","193,024.70","1,283.40","2,218.80","1,632.50","132,321.60","11,570.70","14,314.50","6,655.80",25782758.5,"6,517.60","55,307.80","40,922,365.90","27,823.70","1,979,044.10","134,407.70","25,376.40","2,293.80"
2021-04-23,1781.8,"1,475.40","192,398.80","1,285.90","2,228.00","1,629.50","133,570.00","11,574.80","14,910.30","6,682.10",25868172.4,"6,544.60","56,002.00","41,090,089.80","27,973.60","1,988,524.40","133,610.40","25,436.60","2,302.10"
2021-04-30,1767.7,"1,469.70","193,204.20","1,278.10","2,171.90","1,613.70","130,802.70","11,445.40","14,623.80","6,629.20",25503654.2,"6,492.60","55,115.30","40,749,635.50","27,681.60","1,973,457.50","132,810.60","25,597.70","2,292.40"
2021-05-07,1836.6,"1,511.40","199,559.50","1,313.50","2,231.80","1,656.60","134,584.20","11,814.90","15,147.50","6,887.60",25932086.0,"6,745.70","57,089.20","42,360,025.80","28,773.80","2,044,631.10","135,409.20","25,878.30","2,341.30"
2021-05-14,1838.1,"1,514.50","201,106.50","1,303.90","2,227.00","1,659.30","134,704.20","11,832.00","15,544.60","6,893.60",26255420.4,"6,751.30","57,633.60","42,351,662.10","28,780.60","2,070,362.30","136,010.40","25,961.50","2,363.50"
2021-05-21,1875.9,"1,542.20","204,454.30","1,326.10","2,268.20","1,687.00","136,684.50","12,069.70","15,770.50","7,035.00",26928544.5,"6,890.20","58,871.40","43,243,246.80","29,376.00","2,115,865.10","138,083.50","26,219.30","2,429.60"
2021-05-28,1900.0,"1,557.20","208,576.50","1,338.30","2,296.30","1,709.00","137,613.00","12,099.80","16,286.00","7,125.40",27165485.1,"6,978.50","59,352.50","43,772,948.10","29,747.50","2,117,399.30","139,128.80","26,138.60","2,463.00"
2021-06-04,1890.6,"1,554.60","207,020.70","1,334.80","2,284.20","1,700.80","137,788.40","12,091.00","16,360.30","7,090.30",26958065.4,"6,944.20","58,899.80","43,555,642.80","29,662.80","2,102,555.20","137,650.10","25,407.80","2,442.60"
2021-06-11,1881.1,"1,555.00","206,332.40","1,333.60","2,288.10","1,691.40","137,798.20","12,036.50","15,762.10","7,054.50",26746650.0,"6,909.10","58,480.00","43,170,097.50","29,420.60","2,101,490.30","135,867.90","25,851.10","2,442.90"
2021-06-18,1773.1,"1,493.10","195,448.80","1,283.20","2,205.20","1,634.10","131,445.20","11,442.00","15,469.20","6,649.50",25706403.8,"6,512.60","55,836.70","40,799,031.00","27,774.90","2,011,404.60","129,147.60","25,383.20","2,365.10"
2021-06-25,1786.7,"1,496.70","198,014.40","1,285.20","2,196.50","1,638.90","132,494.90","11,535.00","15,663.20","6,700.30",25811732.6,"6,562.40","56,776.20","41,114,389.80","27,995.70","2,015,859.30","129,019.00","25,236.80","2,353.30"
2021-07-02,1786.2,"1,508.10","198,655.60","1,293.90","2,204.60","1,647.90","133,103.70","11,561.80","15,533.40","6,699.00",25890244.3,"6,560.50","57,335.40","41,076,091.60","27,984.90","2,022,850.60","130,952.50","25,496.80","2,381.20"
2021-07-09,1806.0,"1,521.70","199,021.20","1,303.20","2,252.80","1,652.10","134,617.30","11,701.10","15,641.40","6,774.10",26159910.0,"6,633.40","58,732.90","41,523,552.00","28,329.30","2,067,581.00","134,379.60","25,755.20","2,413.20"
2021-07-16,1824.3,"1,544.60","200,855.40","1,324.10","2,296.10","1,677.10","136,080.00","11,820.00","15,533.20","6,843.00",26426809.8,"6,700.70","59,826.10","41,977,143.00","28,645.30","2,081,252.70","135,038.20","26,244.20","2,460.30"
2021-07-23,1799.6,"1,529.20","198,945.80","1,307.90","2,262.60","1,656.50","133,980.90","11,663.90","15,396.30","6,750.30",26056408.4,"6,609.90","59,295.00","41,389,000.40","28,193.30","2,074,416.90","132,814.40","26,701.60","2,442.10"
2021-07-30,1825.8,"1,539.60","200,449.10","1,313.60","2,277.60","1,654.70","135,746.20","11,797.10","15,369.50","6,847.30",26385739.0,"6,706.00","60,100.00","41,895,485.30","28,677.10","2,102,515.40","133,473.60","26,659.60","2,486.00"
2021-08-06,1762.9,"1,499.60","194,395.00","1,271.40","2,215.30","1,613.90","130,816.40","11,429.10","15,213.30","6,611.20",25371656.8,"6,475.10","58,951.40","40,433,874.40","27,687.40","2,020,935.70","129,503.70","25,824.60","2,397.90"
2021-08-13,1773.9,"1,503.30","194,538.10","1,279.20","2,219.60","1,624.30","131,548.70","11,489.90","15,135.20","6,652.80",25465390.6,"6,515.40","59,090.50","40,482,804.70","27,850.30","2,064,761.40","129,864.30","26,118.30","2,405.60"
2021-08-20,1779.1,"1,520.20","195,357.50","1,305.40","2,284.70","1,631.00","132,167.40","11,566.50","15,112.00","6,671.80",25650342.9,"6,534.50","59,338.40","40,612,153.40","27,931.80","2,094,955.90","132,136.10","27,308.10","2,491.30"
2021-08-27,1798.5,"1,524.00","197,475.30","1,305.30","2,267.40","1,637.90","132,102.50","11,639.90","15,025.80","6,745.30",25831855.5,"6,605.90","58,523.20","40,982,419.50","28,225.80","2,089,946.90","132,338.90","26,489.60","2,458.70"
2021-09-03,1823.7,"1,533.80","199,950.50","1,314.50","2,282.40","1,666.00","133,121.00","11,773.80","15,164.80","6,839.40",26000490.9,"6,698.50","59,222.80","41,514,706.80","28,635.40","2,106,464.70","132,592.80","26,047.40","2,446.90"
2021-09-10,1794.6,"1,518.40","197,280.40","1,295.40","2,268.20","1,647.30","131,959.60","11,564.90","15,189.30","6,731.00",25549720.2,"6,591.60","58,694.20","40,850,479.80","28,202.30","2,098,748.80","131,164.30","25,441.90","2,434.00"
2021-09-17,1756.0,"1,497.50","193,119.40","1,277.30","2,236.90","1,636.90","129,327.10","11,354.20","15,169.50","6,584.30",25006484.0,"6,449.60","58,473.10","39,981,225.60","27,604.10","2,070,914.80","127,870.90","25,896.90","2,414.00"
2021-09-24,1746.8,"1,491.00","193,458.10","1,276.90","2,212.00","1,615.60","128,913.80","11,295.20","15,459.20","6,552.10",24953038.0,"6,416.00","58,362.30","39,771,142.40","27,426.90","2,061,957.70","127,087.70","26,086.90","2,406.40"
2021-10-01,1757.1,"1,515.10","195,032.60","1,295.70","2,221.80","1,633.70","130,325.10","11,323.80","15,575.70","6,590.00",25066075.3,"6,453.60","59,107.20","39,981,672.80","27,621.50","2,073,705.60","127,849.80","26,128.20","2,416.90"
2021-10-08,1773.3,"1,533.40","198,958.70","1,302.20","2,212.50","1,644.70","133,322.30","11,426.50","15,887.60","6,650.40",25220934.8,"6,513.20","60,171.70","40,364,489.80","27,839.90","2,120,487.80","127,416.20","26,487.40","2,426.80"
2021-10-15,1772.7,"1,528.80","202,578.40","1,288.50","2,197.00","1,637.90","132,993.10","11,408.20","16,346.90","6,649.20",24921686.4,"6,510.90","59,220.70","40,326,014.90","27,865.00","2,096,885.40","125,901.40","25,932.50","2,390.30"
2021-10-22,1808.3,"1,554.60","205,164.10","1,314.60","2,237.00","1,657.60","135,614.20","11,545.70","17,371.00","6,782.60",25684383.0,"6,641.70","60,314.20","41,146,728.80","28,389.50","2,129,286.70","127,176.60","26,748.70","2,421.70"
2021-10-29,1769.2,"1,533.20","201,842.30","1,293.90","2,193.00","1,622.00","132,647.30","11,332.50","17,021.50","6,636.10",25178542.8,"6,498.10","59,015.30","40,251,700.80","27,791.60","2,079,565.10","125,594.30","27,060.00","2,355.40"
2021-11-05,1801.9,"1,559.10","204,293.80","1,335.50","2,243.10","1,643.30","134,240.90","11,529.90","17,479.40","6,758.40",25809699.4,"6,618.20","59,808.80","40,898,391.30","28,295.70","2,131,948.90","128,383.10","27,159.30","2,435.30"
2021-11-12,1860.6,"1,625.10","211,935.30","1,386.20","2,336.70","1,713.20","138,411.00","11,869.80","18,580.80","6,978.20",26416088.9,"6,833.80","60,942.30","42,132,154.80","29,242.50","2,195,858.30","135,542.00","28,502.70","2,538.60"
2021-11-19,1861.1,"1,647.30","212,128.20","1,383.10","2,352.10","1,727.70","138,049.00","11,887.00","20,978.70","6,981.40",26522536.1,"6,835.80","61,101.80","42,153,915.00","29,216.50","2,216,495.70","136,784.70","29,302.50","2,569.50"
2021-11-26,1800.8,"1,593.10","203,616.50","1,350.50","2,300.90","1,661.40","134,986.20","11,513.10","22,232.50","6,755.90",25971137.6,"6,614.30","60,753.60","40,838,542.40","28,299.00","2,152,100.10","136,156.00","29,264.30","2,526.40"
2021-12-03,1767.6,"1,562.70","199,432.70","1,335.30","2,269.20","1,622.80","132,996.80","11,270.60","24,251.90","6,631.30",25488071.0,"6,492.20","59,813.90","40,285,999.60","27,764.30","2,090,552.10","130,643.50","28,482.80","2,522.20"
2021-12-10,1779.8,"1,572.40","201,716.90","1,341.40","2,262.20","1,638.10","134,677.40","11,337.00","24,664.10","6,676.70",25569668.3,"6,537.00","59,769.30","40,941,369.00","27,962.40","2,100,372.00","130,674.90","28,432.80","2,480.10"
2021-12-17,1807.7,"1,604.30","205,427.00","1,363.20","2,322.50","1,669.60","137,381.80","11,524.80","29,673.20","6,785.40",25985687.5,"6,639.50","60,236.20","41,463,214.90","28,455.40","2,145,161.40","133,977.10","28,643.90","2,530.40"
2021-12-24,1805.2,"1,592.30","206,551.00","1,345.40","2,311.40","1,656.60","135,431.00","11,499.70","20,249.50","6,779.80",25675359.6,"6,630.50","60,461.60","41,431,145.20","28,358.30","2,144,379.00","132,387.60","28,218.30","2,489.90"
2021-12-31,1805.9,"1,596.00","207,997.80","1,339.10","2,308.20","1,651.30","134,486.20","11,509.00","23,924.10","6,781.50",25762256.1,"6,632.90","60,194.40","41,160,739.10","28,362.50","2,151,363.30","134,714.20","28,815.20","2,490.10"
2022-01-07,1792.6,"1,578.40","207,260.40","1,320.00","2,267.30","1,647.00","133,099.70","11,432.80","24,936.10","6,728.50",25680787.6,"6,584.20","60,222.40","40,702,775.60","28,160.90","2,151,532.30","135,022.90","27,926.20","2,497.40"
2022-01-14,1823.0,"1,598.80","208,053.30","1,334.90","2,290.40","1,666.40","135,088.10","11,580.80","24,628.40","6,839.90",26099175.2,"6,695.70","60,518.30","41,401,017.50","28,609.70","2,172,573.60","139,330.10","28,127.00","2,531.20"
2022-01-21,1837.6,"1,619.60","208,824.90","1,355.50","2,306.70","1,675.20","136,544.50","11,648.20","24,721.10","6,893.00",26299731.2,"6,749.50","60,615.10","41,581,212.80","28,884.70","2,190,603.00","141,977.60","27,704.20","2,555.80"
2022-01-28,1788.2,"1,603.60","206,066.40","1,335.50","2,285.80","1,665.10","134,146.10","11,375.00","24,190.60","6,709.10",25751148.2,"6,567.90","59,761.80","40,524,843.50","28,147.30","2,166,290.10","139,186.60","27,971.30","2,558.90"
2022-02-04,1804.7,"1,575.60","207,991.70","1,333.40","2,303.20","1,669.40","134,681.70","11,480.20","24,475.50","6,771.10",26021969.3,"6,628.70","59,556.90","40,899,916.10","28,406.20","2,164,539.10","137,070.60","27,902.10","2,553.30"
2022-02-11,1831.2,"1,606.70","212,212.00","1,346.30","2,320.40","1,695.30","137,982.10","11,636.20","24,688.90","6,870.10",26200094.2,"6,725.80","59,788.90","41,557,949.30","28,761.50","2,187,217.10","139,807.90","27,605.70","2,550.40"
2022-02-18,1893.6,"1,672.50","217,896.60","1,394.10","2,415.50","1,744.20","141,403.60","11,978.20","25,870.00","7,105.20",27220500.0,"6,955.20","60,937.90","43,234,675.20","29,796.90","2,266,790.70","146,431.90","28,695.40","2,641.40"
2022-02-25,1884.8,"1,676.70","218,165.60","1,408.30","2,403.70","1,748.70","141,568.30","11,906.90","25,989.70","7,071.40",27035571.2,"6,922.90","61,348.40","43,026,214.40","29,676.90","2,262,325.40","155,764.00","28,642.60","2,614.20"
2022-03-04,1945.3,"1,780.40","223,262.10","1,470.60","2,476.40","1,787.00","148,614.10","12,293.30","27,643.90","7,299.20",27979249.9,"7,145.10","63,642.40","44,432,597.30","30,520.40","2,369,589.40","243,567.90","29,726.10","2,638.40"
2022-03-11,1978.7,"1,812.70","231,903.60","1,517.10","2,519.10","1,848.30","151,686.00","12,543.60","29,191.80","7,423.10",28303324.8,"7,267.80","65,922.40","45,231,103.30","31,048.60","2,446,365.70","264,532.40","29,824.20","2,709.80"
2022-03-18,1935.8,"1,750.40","230,669.90","1,467.70","2,441.00","1,805.70","147,033.70","12,314.00","28,643.30","7,262.00",27751628.8,"7,110.20","64,483.40","44,260,131.20","30,435.80","2,346,228.30","207,361.40","28,914.50","2,611.00"
2022-03-25,1953.8,"1,777.60","238,559.00","1,480.70","2,439.10","1,819.40","149,055.40","12,438.30","28,979.90","7,329.30",28046799.0,"7,176.30","65,612.50","44,685,359.80","36,145.90","2,394,049.80","197,644.50","28,423.10","2,599.50"
2022-04-01,1929.4,"1,747.60","236,486.60","1,472.30","2,417.40","1,786.40","146,536.00","12,276.60","28,336.30","7,238.00",27727407.4,"7,086.70","64,540.40","44,073,284.20","35,266.90","2,353,906.60","165,277.20","28,343.90","2,577.00"
2022-04-08,1941.4,"1,785.70","241,490.80","1,489.70","2,442.70","1,812.70","147,410.90","12,357.00","28,653.10","7,280.60",27907625.0,"7,130.80","65,147.60","44,390,111.00","35,610.50","2,387,611.40","155,379.60","28,417.20","2,602.40"
2022-04-15,1963.3,"1,815.10","247,232.10","1,503.60","2,478.00","1,851.30","149,374.10","12,522.40","28,696.00","7,362.00",28219755.5,"7,210.80","66,149.80","44,958,425.00","36,120.30","2,416,623.30","160,496.70","28,813.60","2,648.40"
2022-04-22,1941.6,"1,801.20","250,246.40","1,512.50","2,468.50","1,860.20","148,571.30","12,622.80","28,634.00","7,281.80",28088403.9,"7,131.30","65,985.50","44,593,520.40","36,077.90","2,421,229.30","149,697.20","30,317.10","2,681.30"
2022-04-29,1911.3,"1,811.80","247,857.40","1,519.60","2,449.70","1,858.20","146,303.30","12,630.80","28,389.50","7,169.70",27752076.0,"7,020.20","65,546.10","43,898,738.40","35,332.90","2,411,238.70","135,060.50","30,124.60","2,698.10"
2022-05-06,1882.4,"1,781.00","245,514.90","1,523.30","2,424.30","1,856.90","144,857.80","12,549.10","28,129.50","7,060.90",27260192.7,"6,913.90","64,615.40","43,216,873.70","34,788.30","2,388,626.90","127,885.90","30,046.50","2,650.50"
2022-05-13,1811.6,"1,740.40","234,360.20","1,480.50","2,342.20","1,815.40","140,264.90","12,299.20","28,043.20","6,795.70",26541019.1,"6,653.80","62,929.60","41,837,747.30","33,189.20","2,320,776.70","118,373.70","29,297.10","2,616.30"
2022-05-20,1834.2,"1,738.70","234,227.30","1,470.70","2,355.50","1,787.60","142,827.90","12,276.30","29,186.50","6,880.50",26922387.6,"6,737.00","63,153.30","42,498,414.00","33,536.90","2,336,422.30","113,032.80","29,226.30","2,613.60"
2022-05-27,1851.8,"1,729.00","235,437.90","1,468.90","2,360.50","1,773.70","143,758.00","12,406.00","30,030.80","6,946.10",26906654.0,"6,801.70","63,168.60","42,961,760.00","34,452.20","2,315,046.30","123,057.90","28,940.10","2,592.50"
2022-06-03,1844.9,"1,734.10","240,076.80","1,479.50","2,334.40","1,777.80","143,127.50","12,335.40","30,249.90","6,920.20",26854364.4,"6,776.30","63,401.80","42,809,059.60","34,371.00","2,297,786.10","118,041.10","28,755.20","2,573.10"
2022-06-10,1830.0,"1,740.00","245,787.30","1,486.50","2,338.40","1,809.50","142,915.10","12,277.70","31,331.30","6,865.60",26758260.0,"6,721.60","63,555.90","42,415,740.00","34,255.20","2,344,394.70","106,063.30","29,087.30","2,596.90"
2022-06-17,1841.6,"1,759.20","248,867.10","1,510.80","2,403.40","1,789.10","143,687.50","12,369.10","31,913.70","6,910.80",27326760.5,"6,764.00","64,980.90","42,782,889.60","34,512.70","2,383,278.80","105,367.10","29,510.80","2,659.30"
2022-06-24,1825.5,"1,730.80","246,746.10","1,487.90","2,358.10","1,749.30","142,850.20","12,212.10","30,200.20","6,851.80",27075074.4,"6,704.90","64,746.90","42,445,363.40","34,269.70","2,353,881.30","98,588.70","28,820.80","2,627.30"
2022-07-01,1797.5,"1,728.00","243,159.00","1,492.20","2,321.80","1,729.00","141,867.30","12,045.60","30,125.80","6,745.70",26925801.0,"6,602.00","64,023.40","41,842,838.60","33,799.80","2,337,637.70","100,881.90","29,464.00","2,649.20"
2022-07-08,1738.2,"1,709.70","236,690.70","1,446.20","2,254.50","1,700.30","137,808.50","11,636.60","30,068.10","6,525.60",26031283.2,"6,384.40","62,364.90","40,600,875.60","32,783.00","2,252,828.90","112,814.20","29,371.40","2,542.30"
2022-07-15,1706.2,"1,692.40","236,387.10","1,439.20","2,224.00","1,668.30","136,098.70","11,528.80","29,543.90","6,406.80",25576894.7,"6,266.70","62,480.90","39,923,910.00","32,205.30","2,252,476.30","98,709.00","29,163.10","2,513.10"
2022-07-22,1737.0,"1,697.60","236,259.90","1,444.80","2,236.70","1,668.90","138,677.10","11,727.00","30,820.30","6,526.20",25979561.2,"6,379.80","63,615.80","40,656,788.70","32,861.70","2,273,876.00","100,486.20","29,177.30","2,500.70"
2022-07-29,1753.4,"1,719.50","233,745.80","1,440.90","2,246.50","1,669.60","139,230.50","11,825.80","31,422.90","6,585.40",26057277.4,"6,440.20","63,797.50","40,929,616.20","33,159.60","2,290,869.70","109,149.20","29,193.80","2,512.80"
2022-08-05,1773.3,"1,741.40","239,637.00","1,468.20","2,292.30","1,706.20","140,773.00","11,990.50","31,771.90","6,663.50",26494128.3,"6,513.20","63,445.10","41,474,544.30","33,929.90","2,312,619.50","108,149.30","29,782.60","2,565.10"
2022-08-12,1792.1,"1,747.20","239,406.60","1,477.50","2,290.50","1,688.00","142,668.20","12,083.80","32,146.50","6,729.00",26256057.1,"6,582.40","63,237.80","41,926,179.50","34,322.70","2,336,235.30","110,158.20","29,026.10","2,519.80"
2022-08-19,1750.8,"1,744.50","239,642.70","1,480.60","2,272.80","1,679.70","139,930.40","11,936.10","31,712.70","6,575.80",26077421.3,"6,430.50","62,596.30","40,955,294.80","33,522.10","2,340,087.50","104,407.20","29,767.70","2,545.80"
2022-08-26,1751.3,"1,754.80","240,499.20","1,489.90","2,280.30","1,690.30","140,008.10","12,034.20","31,823.40","6,577.30",25965783.8,"6,432.30","63,383.00","40,996,762.50","33,615.10","2,347,130.30","105,910.50","29,498.60","2,535.50"
2022-09-02,1712.5,"1,717.70","240,143.90","1,486.00","2,248.50","1,681.70","136,479.70","11,816.30","31,196.40","6,436.40",25511112.5,"6,290.00","62,787.10","40,147,850.00","32,931.90","2,332,784.60","104,462.70","29,634.60","2,515.80"
2022-09-09,1713.4,"1,704.20","244,245.20","1,476.90","2,232.20","1,644.70","136,431.20","11,867.90","31,230.70","6,438.40",25408008.6,"6,293.30","62,328.40","40,294,027.80","33,112.50","2,362,384.50","104,012.60","29,636.70","2,501.70"
2022-09-16,1664.7,"1,663.50","238,094.90","1,460.60","2,210.30","1,606.90","132,663.50","11,630.90","30,397.70","6,254.90",24924804.5,"6,114.30","61,425.60","39,372,301.80","32,332.00","2,307,371.40","101,208.20","29,418.50","2,486.40"
2022-09-23,1643.6,"1,693.20","235,339.90","1,508.40","2,231.00","1,611.70","133,356.00","11,715.90","30,255.10","6,177.50",24825822.8,"6,036.80","61,764.60","38,955,422.10","32,030.20","2,335,747.50","94,819.50","29,527.50","2,513.10"
2022-09-30,1671.8,"1,707.60","241,935.70","1,502.00","2,304.50","1,644.70","136,068.80","11,896.00","30,968.50","6,282.10",25484157.0,"6,140.30","63,250.70","39,889,626.80","32,664.50","2,402,923.30","100,478.50","30,214.70","2,599.90"
2022-10-07,1696.2,"1,737.70","246,399.70","1,528.30","2,325.10","1,684.80","140,133.40","12,069.60","31,525.80","6,373.50",25920564.3,"6,230.00","63,797.30","40,507,454.30","33,349.40","2,412,094.90","104,701.30","30,728.10","2,657.70"
2022-10-14,1649.3,"1,697.20","245,498.30","1,477.70","2,289.60","1,658.70","135,880.90","11,862.60","30,661.60","6,197.40",25468490.6,"6,057.90","63,171.50","39,784,414.60","32,427.90","2,375,404.30","102,643.20","30,208.70","2,655.50"
2022-10-21,1643.3,"1,670.10","241,952.10","1,459.40","2,245.70","1,642.40","135,780.90","11,881.70","30,550.00","6,174.80",25537748.3,"6,035.70","62,637.40","40,537,334.30","32,239.70","2,349,863.90","101,273.30","29,793.80","2,582.90"
2022-10-28,1648.1,"1,658.20","243,450.00","1,422.10","2,245.00","1,642.50","135,705.40","11,952.50","30,635.90","6,194.40",25658490.5,"6,053.10","62,622.60","40,917,785.40","38,150.10","2,349,460.10","101,150.70","29,934.00","2,572.30"
2022-11-04,1674.4,"1,687.40","246,120.10","1,477.50","2,262.10","1,668.90","137,383.70","12,030.70","31,170.50","6,293.60",26301475.2,"6,149.90","62,503.70","41,644,002.40","40,604.40","2,356,918.90","103,592.60","30,043.40","2,595.60"
2022-11-11,1759.4,"1,701.20","244,162.60","1,491.10","2,333.80","1,658.00","141,663.70","12,486.60","32,625.00","6,615.00",27215385.2,"6,462.10","63,239.80","43,668,826.40","42,920.40","2,319,914.10","106,549.20","30,369.40","2,625.90"
2022-11-18,1751.6,"1,695.20","245,644.40","1,474.50","2,348.00","1,669.50","142,923.60","12,471.00","32,618.80","6,584.40",27454578.4,"6,433.60","62,754.60","43,453,692.80","42,942.60","2,346,268.20","105,901.70","30,231.20","2,625.70"
2022-11-25,1751.9,"1,683.50","243,769.90","1,448.40","2,344.20","1,655.70","143,107.80","12,552.00","32,643.50","6,583.30",27495285.8,"6,434.60","62,667.20","43,449,383.70","43,047.90","2,340,191.30","105,951.70","29,969.80","2,597.60"
2022-12-02,1784.8,"1,695.60","240,334.40","1,453.70","2,404.80","1,673.40","145,272.40","12,588.70","33,252.20","6,708.70",27408405.8,"6,555.20","61,957.60","43,685,325.80","43,849.20","2,323,316.20","111,499.40","31,248.10","2,625.00"
2022-12-09,1796.2,"1,703.20","245,120.60","1,461.80","2,447.10","1,676.00","148,064.70","12,498.30","33,485.60","6,757.30",27971444.0,"6,597.30","62,299.50","42,475,355.20","44,186.70","2,339,629.10","112,304.30","31,150.50","2,641.00"
2022-12-16,1792.6,"1,690.30","244,557.60","1,471.70","2,456.50","1,671.00","148,395.40","12,501.20","33,436.60","6,740.90",27988875.7,"6,582.40","62,543.90","42,309,557.70","44,239.60","2,347,989.50","116,097.90","31,736.40","2,678.70"
2022-12-23,1800.7,"1,701.20","238,412.70","1,498.00","2,462.50","1,676.80","149,387.20","12,578.60","33,619.60","6,770.50",28036899.0,"6,613.10","62,749.00","42,620,768.30","44,514.40","2,318,851.40","123,261.00","30,935.90","2,702.90"
2022-12-30,1813.8,"1,698.00","241,283.20","1,502.80","2,457.10","1,673.60","150,235.60","12,631.50","33,931.80","6,819.50",28357981.3,"6,661.20","62,748.50","42,853,471.30","44,898.30","2,290,603.00","133,991.90","30,685.80","2,674.80"
2023-01-06,1852.2,"1,741.10","244,694.10","1,532.60","2,489.90","1,719.40","152,412.00","12,649.60","34,703.60","6,960.60",28835049.6,"6,803.10","62,371.00","43,474,838.40","50,383.40","2,323,529.30","134,237.80","31,801.40","2,696.50"
2023-01-13,1907.2,"1,761.30","243,562.10","1,562.10","2,555.60","1,767.00","155,004.60","12,779.80","35,850.40","7,163.50",28847550.9,"7,005.00","62,773.80","44,705,503.20","56,374.80","2,362,710.90","131,774.70","32,078.30","2,737.80"
2023-01-20,1924.9,"1,775.10","249,736.50","1,554.00","2,580.70","1,775.10","155,985.20","13,060.30","36,199.10","7,230.50",28981294.4,"7,070.20","63,005.80","45,127,355.60","57,436.70","2,376,924.30","131,790.00","32,993.40","2,766.90"
